Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,min_salary,max_salary,avg_salary,company_text,job_state,age,python_yn,rstudio_yn,spark_yn,aws_yn,excel_yn
Data Scientist,Employer Provided Salary:$105K - $125K,"Medicx Health is seeking a remote Data Scientist!
We offer a full, competitive benefit package that includes:
Health Insurance: PPO and HSA Medical plans, along with Dental and Vision insurance that is 100% employer-paid employee coverage; employer match for HSA plan
Short-Term Disability Insurance: 100% employer paid
Long-Term Disability Insurance: 100% employer paid
Life and AD&D Insurance: 100% employer paid
Flex Spending Account (FSA)",3.4,"Medicx Health
3.4",Remote,-1,1 to 50 Employees,2007,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1,0,1,105,125,115.0,"Medicx Health
", Remote,16,0,0,0,0,0
Data Scientist,Employer Provided Salary:$64K - $150K,"Comcast’s Technology, Product & Experience organization works at the intersection of media and technology. Our innovative teams are continually developing and delivering products that transform the customer experience. From creating apps like TVGo to new features such as the Talking Guide on the X1 platform, we work every day to make a positive impact through innovation in the pursuit of building amazing products that are enjoyable, easy to use and accessible across all platforms. The team also develops and supports our evolving network architecture, including next-generation consumer systems and technologies, infrastructure and engineering, network integration and management tools, and technical standards. In most cases, Comcast prefers to have employees on-site collaborating unless the team has been designated as virtual due to the nature of their work. If a position is listed with both office locations and virtual offerings, Comcast may be willing to consider candidates who live greater than 100 miles from the office for the remote option.

Join us as we transform and strengthen the way the world connects. Comcast Technology Solutions is a fantastic place for bright minds and forward-thinkers looking to innovate and evolve with a company they can be proud of. Our roots – and our hearts – are in broadcast and digital video, but as part of Comcast NBCUniversal, we are so much more. From the latest in streaming and AI/ML applications to advanced advertising, metadata, and cybersecurity, there are countless reasons why 93% of our employees rate us as a Great Place to Work. Is this the next chapter in your story? Let’s find out. About Comcast Technology Solutions Comcast Technology Solutions, a division of one of the world’s leading media and technology companies, brings Comcast Corporation’s proven technologies to an evolving list of industries worldwide. We believe in continuous innovation, always looking for new and better ways to connect with our customers, as well as aggregate, distribute, and secure our own content, advertising, and data. We invest in and test these solutions so our customers don’t have to. Through our portfolio of solutions we bring these innovations to the global marketplace, enabling our partners to think big, go beyond, and lead the way in media and technology.",3.8,"Comcast
3.8","Philadelphia, PA",-1,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1,0,1,64,150,107.0,"Comcast
", PA,60,0,0,0,0,0
Data Scientist,$85K - $127K (Glassdoor est.),"Position Summary
The Strategic Analytics team, part of the Finance organization of the US Firm, executes strategic and advanced analytic projects across a range of functional areas related to the Firm's strategy and financial performance. Our project-based team is looking for a Data Scientist who will be responsible for conducting analyses using advanced statistics and data mining techniques to enable better decision making. This role creates great value for Deloitte's Businesses by supporting large scale initiatives and delivering high quality, actionable recommendations that are integral to leadership outcomes and helping Deloitte achieve its strategic priorities.
Work You'll Do
The Strategic Analytics team typically executes projects across the following areas:

Analytics















EA_ExpHire

EA_FA_ExpHire
EA_Finance

#LI-CT1",4.1,"Deloitte
4.1","Tempe, AZ",-1,10000+ Employees,1850,Company - Private,Accounting & Tax,Financial Services,$10+ billion (USD),-1,0,0,85,127,106.0,"Deloitte
", AZ,173,0,0,0,0,0
Drilling Data Scientist,$83K - $123K (Glassdoor est.),"At Pioneer, our values are our lifeblood and the gold standard of our award-winning culture, and we remain steadfast in this belief: We are in a people business first, oil business second. We want you to thrive here, and we're proud to offer the resources and the environment to encourage you not only to grow in your career but soar in it.
Because we need people like you to make our company successful, we don’t simply offer a competitive compensation and benefits package – we truly set our company apart from other employers by carefully selecting an outstanding array of medical, financial and personal offerings. Joining the Pioneer team has its perks!

Highlights of our outstanding compensation and benefits package include:
100% Employer paid premiums for medical, dental, vision and prescription drug plans
Employer paid premium life insurance, short-term and long-term disability",4.0,"Pioneer Natural Resources Company
4.0","Irving, TX",-1,1001 to 5000 Employees,1997,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$5 to $10 billion (USD),-1,0,0,83,123,103.0,"Pioneer Natural Resources Company
", TX,26,0,0,0,0,0
Data Scientist,$94K - $141K (Glassdoor est.),"Job #:
req22723

Organization:
World Bank

Sector:
Research & Quantitative Analysis

Grade:
GF

Term Duration:",4.1,"World Bank Group
4.1","Washington, DC",-1,10000+ Employees,-1,Nonprofit Organization,-1,-1,$1 to $5 billion (USD),-1,0,0,94,141,117.5,"World Bank Group
", DC,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$78K - $132K,"ICF International seeks an experienced Data Scientist to support the research and development of new cyber analytic capabilities that will help the US protect and defend its networks and critical information systems. The successful cleared candidate will act as a Data Scientist to support a large federal cyber security analytic program. Your work will contribute to the knowledge of how cyber-attacks work, how vulnerabilities are exploited, and the way hostile cyber actors operate. Utilize your skills to help experiment and prototype future cyber capabilities for implementation at large-scale.

As the Data Scientist, your skillset will create useful and actionable insight for the customer through the development of machine learning, deep learning models, and related algorithms. The ideal candidate is strong mathematically, can automate scoring using machine learning techniques, build recommendation systems, and select the correct data points for analysis from large data sets. You are focused on results, a self-starter, and have demonstrated success for using analytics to drive the understanding, growth, and success of the analysis. This is an opportunity to contribute to an important project from its beginning, work with the latest and emerging technologies, and all while building a great career at ICF!




ICF is a global advisory and technology services provider, but we’re not your typical consultants. We combine unmatched expertise with cutting-edge technology to help clients solve their most complex challenges, navigate change, and shape the future. We can only solve the world's toughest challenges by building an inclusive workplace that allows everyone to thrive. We are committed to creating a culture where we embrace our differences in ideas and identities. Together, our employees are empowered to share their expertise and collaborate with others to achieve personal and professional goals. Learn more about what we dohttps://www.icf.com/ and our commitment to inclusionhttps://www.icf.com/company/about/diversity-inclusion.

$77,890.00 - $132,413.00
Arlington, VA (VA31)",3.8,"ICF
3.8","Arlington, VA",-1,5001 to 10000 Employees,1969,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1,0,1,78,132,105.0,"ICF
", VA,54,0,0,0,0,0
Data Scientist,Employer Provided Salary:$88K - $110K,"We Are Overstock:
At Overstock.com, we believe that everyone should “Be You!”. Overstock is a community that upholds a culture of understanding, acceptance, and respect. We believe a person’s individuality is at the core of diversity, and those traits, beliefs, and characteristics should be valued and embraced. Living by this ethos is essential to the success of our business. Our goal is to foster a more diverse environment where every employee visibly demonstrates inclusive behaviors and respect for individuals.
This position is eligible for remote work. Currently we can hire employees in the following states: Arizona, California, Connecticut, Florida, Idaho, Kansas, Maine, Massachusetts, Michigan, Minnesota, New Hampshire, New Jersey, New York, North Carolina, Ohio, Pennsylvania, Rhode Island, South Dakota, Texas, Utah, Washington, Wisconsin, Wyoming. This role will have occasional on site expectations.",3.2,"Overstock.com Inc.
3.2",Remote,-1,1001 to 5000 Employees,1999,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$1 to $5 billion (USD),-1,0,1,88,110,99.0,"Overstock.com Inc.
", Remote,24,0,0,0,0,0
Data Scientist,$86K - $130K (Glassdoor est.),"Overview
Who we are
At Toyota, we are reimagining mobility through innovative, high-quality technology solutions designed to enhance lives and meet our company mission of “Producing Happiness for All.” If you are interested in reimagining mobility with us in an inclusive environment built on teamwork that puts respect for people first, we want to talk to you.
This position is based in Plano, TX
Toyota encourages all employees to live within a reasonable commuting distance of their assigned work location. Hybrid work from outside of the assigned work location may be permitted in a pre-approved list of states (AZ, CA, CO, GA, IL, IN, KY, MA, MI, MO, NJ, NY, OH, OR, TN, TX, VA, WV) with certain stipulations.",3.9,"Toyota
3.9","Plano, TX",-1,10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,86,130,108.0,"Toyota
", TX,66,0,0,0,0,0
Data Scientist,Employer Provided Salary:$181K - $262K,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths, but believe we only win as a team. We’re transforming the way people find what they love - and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a large company, our growing business is looking for data scientists to join us in revolutionizing retail.
ABOUT THE ROLE
Multiple teams are looking for Data Scientists. Here are some examples of teams you may have the opportunity to join:",3.2,"Stitch Fix
3.2",Remote,-1,10000+ Employees,2011,Company - Public,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD),-1,0,1,181,262,221.5,"Stitch Fix
", Remote,12,0,0,0,0,0
Data Scientist,Employer Provided Salary:$70K - $130K,"Job Location: San Diego, CA
Job Qualifications:
M.S. in data science, machine learning, bioinformatics or cheminformatics.
Proficient in Python and capable of implementing the common ML algorithms.
Proficient in R is a plus.
Proficient in Linux bash scripting.
Experience working with pharmaceutical research is a plus.
Effective communication skills
Familiar with web-deployment of model is a plus.",5.0,"Elite ProTek
5.0","San Marcos, CA",-1,1 to 50 Employees,-1,Company - Public,-1,-1,Unknown / Non-Applicable,-1,0,1,70,130,100.0,"Elite ProTek
", CA,-1,1,0,0,0,0
Jr. Data Scientist,Employer Provided Salary:$85.00 Per Hour,"Job Description
Are You Ready to Make It Happen at Mondelēz International?
Join our mission to change the way the world snacks. Make It With Pride.
You will:
- Apply advanced data science tools and techniques to provide actionable recommendations to our business domains
- Analyze and derive value from data through the application of data science methods such as statistics, machine learning, computer science, and advanced data visualization.
Regular
Data Science
Analytics & Data Science",4.0,"Mondelēz International
4.0",New Jersey,-1,10000+ Employees,2012,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,1,1,85,85,85.0,"Mondelēz International
", New Jersey,11,0,0,0,0,0
"Senior Data Scientist, Analytics",$121K - $169K (Glassdoor est.),"Discord is looking for experienced and passionate data scientist to join our small-but-growing Data Science team! As a member of the Data Science team, you will help Discord achieve its mission of providing people with a sense of belonging in online communities, by collaborating directly with the teams who design, build, and support Discord. If you’re passionate about data, impact, and working on an amazing team, read on and check out our blog about how our team informs strategy &amp; innovation at Discord here! What You'll Be Doing Partner with teams through the full lifecycle of data analytics from ideation and exploratory analysis, to building dashboards and reports Define KPIs and diagnostic metrics that help improve the user experience, encapsulating these measures in clean crisp dashboards that provide the company with timely and actionable information Use our amazing infrastructure to quickly and easily build custom data sets to monitor novel product features and processes Proactively socialize insights, dashboards, and reports with technical and non-technical audiences, soliciting feedback on where to improve Be a champion of A/B testing and help groups throughout the company design, analyze, and interpret A/B tests correctly Collaborate with data and engineering teams to design scalable and future-proof instrumentation You Will Thrive In This Role If 4+ years of experience autonomously translating ambiguous business problems into deep informative insights through hands-on analytics 4+ years of experience building performant dashboards using Tableau, Looker, or similar software - with proficiency in designing clean crisp visualizations 3+ years experience writing excellent SQL Excellent communication skills, with the ability to translate complicated findings or technical approaches in easy-to-understand ways 2+ years of experience in the design, analysis, and interpretation of A/B tests in a large data environment A desire to work with amazing, passionate people who care deeply about solve challenging problems to improve Discord Last but not least - a collaborative attitude and a healthy dose of natural curiosity! Bonus Points Passion for Discord or online communities Experience with writing production ETL Experience with technical leadership, being the point person for one or more stakeholder groups Experience with analytics for social media or international subscription-based online services, including familiarity with concepts such as social graphs, LTV/user-lifecycle analysis, funnel analysis, etc Experience writing performant code in BigQuery SQL The US base salary range for this full-time position is $178,000 to $192,000 + equity + benefits. Our salary ranges are determined by role and level. Within the range, individual pay is determined by additional factors, including job-related skills, experience, and relevant education or training. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include equity, or benefits. Benefits and Perks Comprehensive medical insurance including Health, Dental and Vision (plus up to $20,000 for gender affirmation procedures) Mental health resources and quarterly wellness stipends 16+ paid holidays, 4 weeks of PTO + use-what-you-need sick days Paid parental leave (plus fertility, adoption and other family planning benefits) Flexible long-term work options (remote and hybrid) Volunteer time off A diverse slate of Employee Resource Groups Plus commuter contributions and other perks for office-based employees About Us Discord is a voice, video and text app that helps friends and communities come together to hang out and explore their interests — from artists and activists, to study groups, sneakerheads, plant parents, and more. With 150 million monthly users across 19 million active communities, called servers, Discord has grown to become one of the most popular communications services in the world. Discord was built without selling ads or user data and instead, offers a premium subscription called Nitro that gives users special perks like higher quality streams and fun customizations. We’re working toward an inclusive world where no one feels like an outsider, where genuine human connection is a click, text chat, or voice call away. A place where everyone can find belonging. Challenging? Heck yes. Rewarding? Double heck yes. It’s a mission that gives us the chance to positively impact millions of people all over the world. So if this strikes a chord with you, come build belonging with us!",3.6,"Discord
3.6","San Francisco, CA",-1,501 to 1000 Employees,2015,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1,0,0,121,169,145.0,"Discord
", CA,8,0,0,0,0,1
Data Scientist,Employer Provided Salary:$80K - $135K,"NCP is seeking a Data Scientist to serve on a team supporting the Department of Veterans Affairs (VA). The Data Scientist will be part of a high performing team that will play a crucial role in enabling evidence-based decision-making to improve outcomes for veterans and their families, and lower costs for VA, through the implementation of modern analytics tools and computing resources.
Primary Responsibilities:
Collaborate with cross-functional teams to identify, prioritize, and frame business problems that can be addressed through data analysis and modeling, with a focus on improving outcomes for veterans and their families.
Acquire, preprocess, and analyze large datasets from various sources, ensuring data quality and integrity.",-1.0,National Consulting Partners,Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,80,135,107.5,National Consulting Partners, Remote,-1,0,0,0,0,0
Data Scientist,$81K - $118K (Glassdoor est.),"At Ford Motor Company, we believe freedom of movement drives human progress. We also believe in providing you with the freedom to define and realize your dreams. With our incredible plans for the future of mobility, we have a wide variety of opportunities for you to accelerate your career potential as you help us define tomorrow’s transportation.

Creating the future of smart mobility requires the highly intelligent use of data, metrics and analytics. That’s where you can make an impact as part of our Global Data Insight & Analytics team. We are the trusted advisers that enable Ford to clearly see business conditions, customer needs and the competitive landscape. With our support, key decision makers can act in meaningful, positive ways. Join us and use your data expertise and analytical skills to drive evidence-based, timely decision making.
Ford Motor Company's GDIA organization is seeking a skilled data scientist to join our Quality Analytics team. As a Data Scientist on our Quality Analytics team, you will focus on preventive quality control, developing and implementing machine learning models to detect anomalies in our manufacturing components' test data. Your work will be crucial in identifying quality issues during production and ensuring our commitment to excellence.",4.1,"Ford Motor Company
4.1","Dearborn, MI",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,81,118,99.5,"Ford Motor Company
", MI,120,0,0,0,0,1
Data Scientist (All Levels),Employer Provided Salary:$84K - $147K,"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",4.5,"Noblis
4.5","Reston, VA",-1,1001 to 5000 Employees,1996,Nonprofit Organization,Business Consulting,Management & Consulting,$100 to $500 million (USD),-1,0,1,84,147,115.5,"Noblis
", VA,27,0,0,0,0,0
Data Scientist (All Levels),$65K - $104K (Glassdoor est.),"Responsibilities:
Noblis is seeking to hire Data Scientists (All Levels) in Reston, VA

As a Data Scientist with our team, you will be working with our federal clients to rapidly develop innovative proof of concept and prototype solutions for our clients’ immediate mission challenges. In your role, you will work on multiple projects with teams of other data scientists, software developers, and SMEs to apply the best practices and state of the art data science and machine learning processes. As a data scientist you will be working closely with federal clients providing services to develop AI/ML models and weights to selected data to facilitate object detection, data triage, search/optimization, inference, facial recognition, behavior detection, and automated discovery and decision making, maintaining model versioning system and experience identifying new vulnerabilities in models.

On our team, you will:
Qualifications:

Client Engagement: · Learn about and support Noblis’ client engagement, corporate values, and corporate strategic priorities, including providing input to proposal writers. · Build a productive relationship with your client and understand their structure and goals. · Participate in the proposal process by providing input to proposal writers. Overview:",3.5,"Noblis
4.5","Reston, VA",-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,0,65,104,84.5,"Noblis
", VA,-1,0,0,0,0,0
Data Scientist,Employer Provided Salary:$105K - $125K,"Medicx Health is seeking a remote Data Scientist!
We offer a full, competitive benefit package that includes:
Health Insurance: PPO and HSA Medical plans, along with Dental and Vision insurance that is 100% employer-paid employee coverage; employer match for HSA plan
Short-Term Disability Insurance: 100% employer paid
Long-Term Disability Insurance: 100% employer paid
Life and AD&D Insurance: 100% employer paid
Flex Spending Account (FSA)",3.4,"Medicx Health
3.4",Remote,-1,1 to 50 Employees,2007,Company - Private,Internet & Web Services,Information Technology,$25 to $100 million (USD),-1,0,1,105,125,115.0,"Medicx Health
", Remote,16,0,0,0,0,0
Data Scientist,$94K - $141K (Glassdoor est.),"Job #:
req22723

Organization:
World Bank

Sector:
Research & Quantitative Analysis

Grade:
GF

Term Duration:",4.1,"World Bank Group
4.1","Washington, DC",-1,10000+ Employees,-1,Nonprofit Organization,-1,-1,$1 to $5 billion (USD),-1,0,0,94,141,117.5,"World Bank Group
", DC,-1,0,0,0,0,0
Jr. Data Scientist,Employer Provided Salary:$85.00 Per Hour,"Job Description
Are You Ready to Make It Happen at Mondelēz International?
Join our mission to change the way the world snacks. Make It With Pride.
You will:
- Apply advanced data science tools and techniques to provide actionable recommendations to our business domains
- Analyze and derive value from data through the application of data science methods such as statistics, machine learning, computer science, and advanced data visualization.
Regular
Data Science
Analytics & Data Science",4.0,"Mondelēz International
4.0",New Jersey,-1,10000+ Employees,2012,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1,1,1,85,85,85.0,"Mondelēz International
", New Jersey,11,0,0,0,0,0
Data Scientist,Employer Provided Salary:$181K - $262K,"We’re a team of bright, kind individuals who are motivated by challenge and who care deeply about achieving great things. We know our individual strengths, but believe we only win as a team. We’re transforming the way people find what they love - and we need your big ideas. We just might be the perfect fit.
ABOUT THE TEAM
At Stitch Fix, our data science team combines machine learning with expert human judgment to generate innovative recommendations and insights that transform the way our clients discover what they love. We believe in a curiosity-driven data science culture where members are empowered to deliver impact through end-to-end model development. The diversity of the problems that we work on and the data-rich environment of our business make it possible, even essential, to bring the tools of multiple disciplines to bear on our hardest problems. As a large company, our growing business is looking for data scientists to join us in revolutionizing retail.
ABOUT THE ROLE
Multiple teams are looking for Data Scientists. Here are some examples of teams you may have the opportunity to join:",3.2,"Stitch Fix
3.2",Remote,-1,10000+ Employees,2011,Company - Public,Other Retail Stores,Retail & Wholesale,$1 to $5 billion (USD),-1,0,1,181,262,221.5,"Stitch Fix
", Remote,12,0,0,0,0,0
Data Scientist,$86K - $130K (Glassdoor est.),"Overview
Who we are
At Toyota, we are reimagining mobility through innovative, high-quality technology solutions designed to enhance lives and meet our company mission of “Producing Happiness for All.” If you are interested in reimagining mobility with us in an inclusive environment built on teamwork that puts respect for people first, we want to talk to you.
This position is based in Plano, TX
Toyota encourages all employees to live within a reasonable commuting distance of their assigned work location. Hybrid work from outside of the assigned work location may be permitted in a pre-approved list of states (AZ, CA, CO, GA, IL, IN, KY, MA, MI, MO, NJ, NY, OH, OR, TN, TX, VA, WV) with certain stipulations.",3.9,"Toyota
3.9","Plano, TX",-1,10000+ Employees,1957,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,86,130,108.0,"Toyota
", TX,66,0,0,0,0,0
Data Scientist,$81K - $118K (Glassdoor est.),"Overview
Who we are
At Toyota, we are reimagining mobility through innovative, high-quality technology solutions designed to enhance lives and meet our company mission of “Producing Happiness for All.” If you are interested in reimagining mobility with us in an inclusive environment built on teamwork that puts respect for people first, we want to talk to you.
This position is based in Plano, TX
Toyota encourages all employees to live within a reasonable commuting distance of their assigned work location. Hybrid work from outside of the assigned work location may be permitted in a pre-approved list of states (AZ, CA, CO, GA, IL, IN, KY, MA, MI, MO, NJ, NY, OH, OR, TN, TX, VA, WV) with certain stipulations.",4.1,"Toyota
3.9","Plano, TX",-1,10000+ Employees,1903,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,81,118,99.5,"Toyota
", TX,120,0,0,0,0,0
Data Scientist,Employer Provided Salary:$78K - $132K,"ICF International seeks an experienced Data Scientist to support the research and development of new cyber analytic capabilities that will help the US protect and defend its networks and critical information systems. The successful cleared candidate will act as a Data Scientist to support a large federal cyber security analytic program. Your work will contribute to the knowledge of how cyber-attacks work, how vulnerabilities are exploited, and the way hostile cyber actors operate. Utilize your skills to help experiment and prototype future cyber capabilities for implementation at large-scale.

As the Data Scientist, your skillset will create useful and actionable insight for the customer through the development of machine learning, deep learning models, and related algorithms. The ideal candidate is strong mathematically, can automate scoring using machine learning techniques, build recommendation systems, and select the correct data points for analysis from large data sets. You are focused on results, a self-starter, and have demonstrated success for using analytics to drive the understanding, growth, and success of the analysis. This is an opportunity to contribute to an important project from its beginning, work with the latest and emerging technologies, and all while building a great career at ICF!




ICF is a global advisory and technology services provider, but we’re not your typical consultants. We combine unmatched expertise with cutting-edge technology to help clients solve their most complex challenges, navigate change, and shape the future. We can only solve the world's toughest challenges by building an inclusive workplace that allows everyone to thrive. We are committed to creating a culture where we embrace our differences in ideas and identities. Together, our employees are empowered to share their expertise and collaborate with others to achieve personal and professional goals. Learn more about what we dohttps://www.icf.com/ and our commitment to inclusionhttps://www.icf.com/company/about/diversity-inclusion.

$77,890.00 - $132,413.00
Arlington, VA (VA31)",3.8,"ICF
3.8","Arlington, VA",-1,5001 to 10000 Employees,1969,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1,0,1,78,132,105.0,"ICF
", VA,54,0,0,0,0,0
Data Scientist,Employer Provided Salary:$77K - $110K,"Join our national team as a curious and methodical analyst and help us expand our forecasting, modeling, data, research, and analysis capabilities. We're looking for someone passionate about forecasting, well-organized, self-motivated, and has a demonstrated ability to support multiple projects. This role requires an individual who works independently, reacts quickly to changing priorities, and has prior econometric knowledge and experience with R statistical software.

As part of our team, you will advise real estate executives with strategic planning, market, and consumer research, and trusted analysis. You'll be able to collect, filter, and graph relevant real estate performance and fundamentals data and consolidate and synthesize large amounts of data from various sources. You'll also monitor economic and real estate market trends and report detailed and summary status, milestones, and deliverables for project assignments.

The ideal candidate will have a bachelor's degree and at least two years of work experience in a research or data analysis environment, with experience in reporting and data mining as well as the ability to analyze large data sets. Strong analytical skills, problem-solving ability, and written and oral communication skills are required. You should also have experience with Microsoft Excel, creating SQL queries for retrieving data, formatting and validating data, and developing and generating standard reporting.

This position can be hybrid or remote.

A cover letter and resume are required to apply for the position. Please let us know why you are interested in this role or in working at our company.

Compensation will be based on skills, experience, and abilities which can vary by person.

Join our team at John Burns Research and Consulting, LLC, a leading provider of independent subscription research and customized consulting services for the US housing industry. Our founder, John Burns, started the company in 2001 with the aim of revolutionizing the housing market analysis. Today, we have a team of highly passionate research analysts and consultants nationwide who work together to provide the most trusted source of US housing analysis and consulting services.

We offer our full-time employees $12,000 towards our comprehensive benefits, including medical, dental, vision, prescription drug coverage, and flexible spending accounts. You will also receive four weeks of personal time off, plus nine paid holidays.
Our retirement plan includes company contributions of 3% of your salary and profit sharing to your 401K, even if you do not contribute.

We also offer a great opportunities and personal benefits, such as tuition reimbursement, training opportunities, flexible schedules for many positions, and the ability to grow and expand your career. We believe in giving back to our community, so we have a charitable contribution program that includes company matching to your favorite charities.

At John Burns Research and Consulting, LLC, we are proud of our award-winning culture, which includes recognition as Great Places to Work, Gallup Employee Engagement, Certified Evergreen by the Tugboat Institute, and Orange County Best Places to Work. If you want to be part of a well-established, dynamic, and high-performing team that takes it to the next level, this is the perfect opportunity for you.",4.5,"John Burns Real Estate Consulting, LLC
4.5",Remote,-1,51 to 200 Employees,2001,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),-1,0,1,77,110,93.5,"John Burns Real Estate Consulting, LLC
", Remote,22,0,0,0,0,1
Data Scientist,Employer Provided Salary:$80K - $135K,"NCP is seeking a Data Scientist to serve on a team supporting the Department of Veterans Affairs (VA). The Data Scientist will be part of a high performing team that will play a crucial role in enabling evidence-based decision-making to improve outcomes for veterans and their families, and lower costs for VA, through the implementation of modern analytics tools and computing resources.
Primary Responsibilities:
Collaborate with cross-functional teams to identify, prioritize, and frame business problems that can be addressed through data analysis and modeling, with a focus on improving outcomes for veterans and their families.
Acquire, preprocess, and analyze large datasets from various sources, ensuring data quality and integrity.",-1.0,National Consulting Partners,Remote,-1,1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,80,135,107.5,National Consulting Partners, Remote,-1,0,0,0,0,0
Uncapped Games - Data Scientist (All Levels),Employer Provided Salary:$90K - $242K,"Work Mode:
Hybrid
Responsibilities:
Description:
Are you eager to help both build a team from scratch and produce a game that’ll have a global impact?

We are seeking a talented and enthusiastic Data Scientist to join our new AAA team, Uncapped Games in Los Angeles. The ideal candidate for this role will help innovate an all-new and original IP to revolutionize RTS games for players around the world.

Perks:

Full remote work options are available based on project needs

Highly creative and collaborative start-up culture

Competitive pay and benefits
What We Are Looking For: M.S., or Ph.D. candidate in a quantitative discipline such as Statistics, Math, Economics, Computer Science, Machine Learning, or equivalent practical experience Familiar with data science methods such as data analysis and visualization, experimentation, causal inference, supervised learning, unsupervised learning, time series, probabilities and sampling methods Experienced in SQL and proficient in Python or one of other higher-level programming languages Passionate about making impact, learning new technology, and conducting applied research to solve challenging problems AAA and free to play game experience
Pluses: A passion for RTS games, bringing to the table an understanding of what makes them work well as a genre Able to work effectively with all game development disciplines Experience seeing multiple titles to completion, starting all the way from the pre-production phase to post launch data support

California
The base pay range for this position in the state(s) above is $89,650 to $242,000 per year. Actual pay is based on market location and may vary depending on job-related knowledge, skills, and experience. A sign on payment, relocation package, and restricted stock units may be provided as part of the compensation package, as well as other medical, financial, and/or other benefits, dependent on the specific position offered.",4.0,"Tencent
4.0","Los Angeles, CA",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1,0,1,90,242,166.0,"Tencent
", CA,25,1,0,0,0,0
Data Scientist,$113K - $170K (Glassdoor est.),"What to Expect
The Business Analytics team’s mission is to enable a data driven business and generate values from our data. The team is responsible for providing insights around our business and its associated processes, as well as customers and products. The team directly supports business leaders from our retail locations and at the headquarter, and up to our executive team.
We are looking for a hands-on data scientist who can lead key cross-functional projects for both energy and automotive business using data science tools and techniques to drive business process automations and support sales & service strategies by leveraging our data.
What You’ll Do
Contribute to all the stages of data science projects: from translating a complex business problem into a data science problem to performing data analysis & modeling, and providing solutions to the business.",3.6,"Tesla
3.6","Fremont, CA",-1,10000+ Employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$1 to $5 billion (USD),-1,0,0,113,170,141.5,"Tesla
", CA,20,0,0,0,0,0
